ISU European Figure Skating Championships,,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,,
2 2S  1.30 -0.60 -2 -2 -2,-3,-2 -2 -2 -2,,,-2,- - -,0.70,
3 2S  1.30  0.00 0 0 0,0,0 0 0 0,,,0,- - -,1.30,
4 FCSp2  2.30  0.00 0 0 0,0,-1 0 0 0,,,0,- - -,2.30,
5 2Lz+2T+1Lo  3.70 -0.24 -1 0 -1,-1,-2 -2 -1 -1,,,0,- - -,3.46,
6 2A  3.85 x -0.80 -1 -1 -1,-1,-1 -1 -1 -1,,,-1,- - -,3.05,
7 SpSq4  3.40  0.00 0 0 0,0,0 0 0 0,,,0,- - -,3.40,
8 3T< <  1.43 x -0.60 -2 -2 -2,-3,-2 -2 -2 -1,,,-2,- - -,0.83,
9 1A+1T  1.32 x -0.20 -1 -1 -1,-1,-1 0 -1 0,,,-1,- - -,1.12,
10 CCSp4  3.20 -0.18 0 -1 0,-1,-1 0 -1 0,,,1,- - -,3.02,
11 SlSt2  2.30  0.00 0 0 0,0,0 0 0 0,,,0,- - -,2.30,
12 CCoSp1  2.00 -0.42 -1 -1 0,-2,-2 0 -1 -1,,,-2,- - -,1.58,
31.40,,,,,,,28.56,
Program Components Factor,,,,,,,,
Skating Skills  1.60 4.00 2.75 4.25,3.75,4.50 4.00 3.75 4.00,,3.75,,- - -,3.90,
Transition / Linking Footwork  1.60 3.50 3.25 3.75,3.00,3.75 3.75 3.25 3.75,,3.25,,- - -,3.45,
Performance / Execution  1.60 3.75 3.25 3.75,3.50,4.25 3.50 3.50 3.75,,3.50,,- - -,3.60,
Choreography / Composition  1.60 4.00 3.75 4.00,3.50,4.75 3.75 3.25 4.00,,3.75,,- - -,3.80,
Interpretation  1.60 3.75 3.50 4.00,3.50,4.50 3.50 3.25 4.00,,3.75,,- - -,3.75,
Judges Total Program Component Score (factored),,,,,,,29.60,
Deductions:,,,,,,,0.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,,
Printed: 24/01/2009 17:24:00,,,,,,,,
