ISU European Figure Skating Championships,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Transition / Linking Footwork  2.00 5.75 5.50 5.00,5.00,5.00 4.75 4.75 4.75,,4.75 - - -,5.00,
Performance / Execution  2.00 6.00 5.75 4.00,5.25,5.00 5.50 5.00 4.75,,5.00 - - -,5.30,
Choreography / Composition  2.00 5.75 6.00 6.00,5.50,5.50 5.75 4.75 5.50,,5.25 - - -,5.60,
Interpretation  2.00 6.00 6.00 5.25,5.75,5.25 5.75 4.75 5.25,,4.75 - - -,5.60,
Judges Total Program Component Score (factored),,,,,54.00,
Deductions: Falls: -4.00,,,,,-4.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",,Total Total,,Total,Total,
NOC,,Segment Element,,Program  Component,Deductions,
Rank Name,,,,,,
Code,,Score Score,,Score (factored),,
"",,= +,,+,-,
24 Elliot HILTON GBR,,88.54  42.94,,47.60,2.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 2A  3.50  0.00 0 0 -1,0,0 1 0 0,,0 - - -,3.50,
2 3Lz+3T !  10.00 -0.20 0 0 -1,-1,0 0 -1 0,,0 - - -,9.80,
3 3F+2T+2T  8.10  0.00 0 1 0,0,0 0 0 0,,0 - - -,8.10,
4 FSSp2  2.30  0.00 0 0 0,0,0 0 0 0,,0 - - -,2.30,
5 3Lz !  6.00 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3 - - -,3.00,
6 2S+SEQ  1.04 -0.48 -2 -1 -2,-2,-1 -2 -2 -1,,-1 - - -,0.56,
7 CSSp2  2.30  0.00 0 0 0,0,0 0 0 0,,0 - - -,2.30,
8 3F  6.05 x -3.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3 - - -,3.05,
9 CiSt1  1.80  0.00 1 0 0,0,0 0 0 0,,0 - - -,1.80,
10 1A  0.88 x  0.00 -1 0 -1,0,0 0 0 0,,0 - - -,0.88,
11 2A  3.85 x  0.00 0 0 0,0,0 0 0 0,,0 - - -,3.85,
12 SlSt1  1.80  0.00 0 0 0,0,0 0 0 0,,0 - - -,1.80,
13 CCoSp1  2.00  0.00 0 0 -1,0,0 0 0 -1,,-1 - - -,2.00,
49.62,,,,,42.94,
Program Components Factor,,,,,,
Skating Skills  2.00 5.25 5.25 5.25,5.00,5.00 5.00 5.00 4.75,,4.75 - - -,5.05,
Transition / Linking Footwork  2.00 4.75 4.25 5.00,4.25,4.75 4.00 4.50 4.25,,4.00 - - -,4.40,
Performance / Execution  2.00 5.00 4.50 4.75,4.50,4.75 5.00 4.75 4.75,,4.50 - - -,4.75,
Choreography / Composition  2.00 5.00 4.75 5.50,4.75,5.00 5.00 5.00 4.25,,4.50 - - -,4.90,
Interpretation  2.00 5.00 4.75 5.00,4.50,5.00 4.50 4.75 4.25,,4.25 - - -,4.70,
Judges Total Program Component Score (factored),,,,,47.60,
Deductions: Falls: -2.00,,,,,-2.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Jump take off with wrong edge (short)",,,,,,
Printed: 22/01/2009 22:49:54,,,,,,
