ISU European Figure Skating Championships,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
5 CUSp4  3.00  0.00 0 0 0,0,0 0 0 -1,0 0 0 0,,3.00,
6 2A  3.50 -1.60 -2 -2 -2,-2,-2 -2 -2 -2,-2 -2 -2 -2,,1.90,
7 CoSp4  3.00 -0.21 -1 0 0,0,0 -1 -2 -1,-1 -1 -1 -1,,2.79,
8 SpSq1  1.80  0.00 0 0 0,-1,0 0 0 0,0 0 0 0,,1.80,
9 1A  0.88 x  0.00 0 0 0,0,-1 0 0 0,0 0 0 0,,0.88,
10 1A  0.88 x -0.03 0 0 -1,0,0 0 -1 -1,0 0 -1 0,,0.85,
11 FCSp2  2.00 -0.04 0 0 0,0,0 0 -1 -1,-1 0 0 -1,,1.96,
12 SlSt3  3.10  0.00 0 0 0,0,0 0 -1 0,0 0 0 0,,3.10,
13 CCoSp3  3.00  0.00 0 0 1,0,0 0 0 0,0 0 0 0,,3.00,
33.16,,,,,32.13,
Program Components Factor,,,,,,
Skating Skills  1.60 4.25 3.50 4.25,4.50,4.00 4.50 4.75 4.50,4.25 4.50 4.75 4.50,,4.39,
Transition / Linking Footwork  1.60 4.25 3.75 4.00,4.25,3.75 4.00 4.25 4.00,3.75 4.25 3.75 4.25,,4.04,
Performance / Execution  1.60 3.75 4.00 4.00,4.00,4.00 4.25 3.50 4.00,4.25 4.25 4.50 4.50,,4.14,
Choreography / Composition  1.60 3.75 4.00 4.00,4.50,4.00 4.50 4.75 4.25,4.00 4.00 3.75 4.50,,4.14,
Interpretation  1.60 3.75 4.00 4.25,4.25,4.25 4.25 5.25 4.25,4.25 4.00 3.50 4.50,,4.11,
Judges Total Program Component Score (factored),,,,,33.30,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
ISU European Figure Skating Championships,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
23 Viviane KAESER SUI,,64.77  34.33,,31.44,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3T+2T  5.30  0.00 0 0 0,0,0 0 1 0,0,0 1 0,,5.30,
2 3S  4.50 -3.00 -3 -3 -3,-3,-3 -3 -3 -I3nfo,-3,-3 -3 -3,,1.50,Info
3 2Lo  1.50  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,1.50,
4 FSSp1  1.70 -0.13 -1 0 0,-2,0 -1 -1 -1,-1,0 0 0,,1.57,
5 LSp2  1.80  0.00 0 1 0,0,0 0 0 0,0,0 0 0,,1.80,
6 SpSq4  3.40  0.14 1 0 -1,0,0 0 1 1,0,0 0 0,,3.54,
7 2A  3.85 x  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,3.85,
8 3S+SEQ  3.96 x -2.43 -2 -3 -2,-2,-2 -2 -3 -2,-2,-3 -3 -3,,1.53,
9 1A  0.88 x  0.00 0 0 0,0,0 0 0 0,0,0 0 -1,,0.88,
10 3T  4.40 x -1.14 -1 -2 -1,-1,-1 -1 -1 -1,-2,-1 -1 -2,,3.26,
11 CoSp4  3.00  0.00 0 0 1,0,0 0 0 -1,0,0 0 0,,3.00,
12 SlSt3  3.10  0.00 0 1 0,0,0 0 0 0,0,0 0 0,,3.10,
13 CCoSp4  3.50  0.00 1 0 1,0,0 0 1 -1,1,0 0 0,,3.50,
40.89,,,,,,34.33,
Program Components Factor,,,,,,,
Skating Skills  1.60 4.50 3.75 4.25,4.25,4.25 4.25 3.75 4.25,4.50,4.50 4.50 4.00,,4.29,
Transition / Linking Footwork  1.60 4.00 3.50 3.75,4.00,3.75 3.25 3.25 3.25,3.75,3.75 4.00 3.50,,3.68,
Performance / Execution  1.60 4.25 4.00 4.00,4.25,4.00 3.75 4.00 3.75,4.25,4.50 4.75 3.50,,4.07,
Choreography / Composition  1.60 4.25 3.75 4.00,4.50,4.00 3.75 4.00 3.50,4.25,4.00 3.50 3.75,,3.86,
Interpretation  1.60 4.00 4.00 4.00,4.25,3.75 3.50 2.75 3.50,4.50,4.00 3.25 3.50,,3.75,
Judges Total Program Component Score (factored),,,,,,31.44,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
24 Olga IKONNIKOVA EST,,60.49  31.47,,31.02,,2.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3F  5.50 -2.00 -1 -2 -2,-2,-2 -2 -3 -2,-3,-2 -2 -3,,3.50,
2 3Lz<  1.90 -1.00 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 -3 -3,,0.90,
3 3T+2T  5.30 -0.57 0 -2 0,0,0 0 -1 -1,-2,-1 -1 -1,,4.73,
4 CCoSp4  3.50  0.29 1 0 1,1,1 1 1 0,1,1 0 0,,3.79,
5 2A+2T  4.80  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,4.80,
6 FSSp1  1.70 -0.04 1 0 1,0,0 0 -1 -1,0,0 0 -1,,1.66,
7 SSp2  1.50  0.07 0 0 0,0,0 1 0 0,0,0 1 0,,1.57,
8 SpSq4  3.40  1.00 1 1 1,1,1 1 1 2,1,1 1 0,,4.40,
9 3F<+SEQ  1.50 x -1.00 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 -3 -3,,0.50,
10 2A*+1T*+1Lo* *  0.00  0.00 - - -,-,- - - -,-,- - -,,0.00,
11 2A  3.85 x -2.50 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 -3 -3,,1.35,
12 SlSt2  2.30  0.00 0 0 0,0,0 0 -1 0,0,0 0 0,,2.30,
13 CoSp2  2.10 -0.13 -1 0 0,0,0 -1 -2 -1,-1,0 -1 0,,1.97,
37.35,,,,,,31.47,
Program Components Factor,,,,,,,
Skating Skills  1.60 4.25 3.75 4.25,4.50,4.25 4.25 3.50 4.25,4.25,4.50 4.00 4.25,,4.25,
Transition / Linking Footwork  1.60 3.25 2.25 4.00,4.00,3.75 3.75 2.75 3.50,3.75,4.25 3.75 3.50,,3.64,
Performance / Execution  1.60 3.75 2.75 3.75,4.25,4.00 3.50 3.25 4.00,4.00,4.25 4.25 4.00,,3.96,
Choreography / Composition  1.60 3.50 2.50 4.00,4.25,4.00 3.75 3.50 4.00,3.75,4.00 3.50 3.75,,3.79,
Interpretation  1.60 3.50 2.25 4.25,4.25,4.00 3.50 2.75 3.50,4.00,4.25 3.25 4.25,,3.75,
Judges Total Program Component Score (factored),,,,,,31.02,
Deductions: Falls: -2.00,,,,,,-2.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU European Figure Skating Championships,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,Total,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,,+,-,
25 Maria DIKANOVIC CRO,,52.36  24.42,28.94,,1.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lo<  1.50 -0.60 -2 -3 -3,-2,-2 -2 -2 -2,-2 -2 -2,-2,0.90,
2 3S<  1.30 -1.00 -3 -3 -3,-3,-3 -3 -3 -3,-3 -3 -3,-3,0.30,Info
3 2A<  0.80 -0.40 -2 -3 -3,-2,-2 -2 -2 -2,-2 -2 -2,-2,0.40,
4 2Lz+2T  3.20  0.00 0 1 -1,0,0 0 0 0,0 0 0,0,3.20,
5 SpSq4  3.40  0.29 0 1 0,0,0 0 0 1,0 0 1,0,3.69,
6 3S<+SEQ  1.04 -0.60 -2 -2 -3,-2,-2 -2 -2 -2,-2 -2 -2,-2,0.44,
7 FCSp2  2.00  0.00 0 0 0,0,0 0 0 0,0 0 0,0,2.00,
8 2Lz+2T<+1Lo  3.08 x -0.51 -1 -2 -3,-2,-2 -1 -1 -2,-2 -2 -1,-3,2.57,
9 LSp1  1.50  0.00 0 0 -1,0,0 -1 0 0,0 0 0,0,1.50,
10 SlSt2  2.30  0.00 0 0 0,0,0 0 0 0,0 0 0,0,2.30,
11 2F  1.87 x -0.04 0 0 0,0,0 0 -1 -1,0 0 0,-1,1.83,
12 CCoSp3  3.00  0.00 0 0 0,0,0 0 -1 0,0 0 0,-1,3.00,
13 CoSp3  2.50 -0.21 0 -1 -1,-1,0 -1 -1 -1,-1 -1 -1,0,2.29,
27.49,,,,,24.42,
Program Components Factor,,,,,,
Skating Skills  1.60 4.00 3.50 3.50,3.75,3.75 4.25 4.50 3.75,4.00 3.75 3.75,4.25,3.86,
Transition / Linking Footwork  1.60 3.75 3.00 3.00,3.25,3.25 3.50 3.00 3.00,3.25 3.50 3.50,3.50,3.36,
Performance / Execution  1.60 3.50 3.75 3.50,3.50,3.50 3.75 3.75 3.25,3.50 3.75 4.00,4.00,3.68,
Choreography / Composition  1.60 3.75 3.50 3.25,3.50,3.50 4.00 3.50 3.50,3.50 3.50 3.75,3.75,3.61,
Interpretation  1.60 3.50 3.75 3.25,3.50,3.50 3.75 3.00 3.00,3.75 3.50 3.50,4.00,3.57,
Judges Total Program Component Score (factored),,,,,28.94,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Printed: 26.01.2008 16:56:48,,,,,,
