LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
23 Abigail PIETERSEN,RSA,,49.09  24.28,,,25.81,1.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 FCSp1  1.70,0.00 0 0 0 0,,0 0 0,0,0,0 -1 -,1.70
2 2A  3.30,-2.10 -3 -3 -3 -3,,-3 -3 -3,-3,-3,-3 -3 -,1.20
3 1Lo  0.50,-0.02 0 -1 0 0,,0 -1 0,0,0,-2 -2 -,0.48
4 2Lz+2T  3.20,0.00 0 0 0 0,,0 -1 0,0,0,-1 -1 -,3.20
5 2F+2T  3.00,0.00 0 0 0 0,,0 0 0,0,0,0 0 -,3.00
6 LSp1  1.50,-0.25 -2 0 -1 0,,-2 -1 -1,-2,0,-1 -2 -,1.25
7 SpSq4  3.40,-0.23 0 0 -1 0,,0 -1 0,0,-1,-1 -1 -,3.17
8 2S  1.43 x,0.00 0 0 0 0,,0 -1 0,0,0,0 0 -,1.43
9 FSSp1  1.70,-0.25 -1 -1 -1 0,,0 -1 -1,0,-1,-1 -1 -,1.45
10 2T  1.43 x,0.00 0 0 0 0,,0 0 0,0,0,0 0 -,1.43
11 2F  1.87 x,-0.10 0 0 0 0,,-1 -1 -1,0,0,0 -1 -,1.77
12 SlSt2  2.30,-0.10 0 0 -1 0,,0 0 -1,0,-1,-1 -1 -,2.20
13 CCoSp1  2.00,0.00 0 0 0 0,,0 0 -1,0,0,0 0 -,2.00
27.33,,,,,,,24.28
Program Components Factor,,,,,,,
Skating Skills,1.60 4.00 3.25 3.75 3.50,,3.00 3.75 3.50,3.50,3.25,3.00 3.75 -,3.50
Transition / Linking Footwork,1.60 3.25 2.75 3.25 2.75,,2.50 3.00 2.75,3.00,3.00,2.00 2.75 -,2.92
Performance / Execution,1.60 3.50 3.25 3.75 3.50,,2.75 3.25 3.00,3.00,3.00,2.75 4.25 -,3.25
Choreography / Composition,1.60 3.75 3.00 3.50 3.25,,3.00 3.50 2.75,3.00,3.25,2.75 3.75 -,3.25
Interpretation,1.60 3.50 3.25 3.50 3.50,,2.75 3.25 2.50,3.00,3.00,2.50 3.75 -,3.21
Judges Total Program Component Score (factored),,,,,,,25.81
Deductions: Falls:,-1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
Printed: 10/02/2007 15:18:36,,,,,,,
